,X,Y
0,6.1928279198232605,37.849005052223454
1,10.875952336046648,49.241503814374404
2,17.19035152408122,62.187761093067294
3,10.218881230219111,8.273302149207458
4,9.979796754003887,28.32209427420644
5,6.1046113181056185,11.14975900159671
6,-0.7263068524257728,-3.439853660066177
7,20.88492476453642,71.96180975143298
8,16.823137031836968,5.044690510682802
9,7.911915886866532,16.691832993093968
10,17.43514084536638,23.862612173576224
11,14.565267065351364,41.79094320819552
12,12.214092021466062,41.150451089405806
13,3.91884784188887,-8.339460183343716
14,12.077262791342344,28.106681492297803
15,2.3946095777783603,6.298951879075458
16,-6.317401423009859,-20.765138375236603
17,23.916719908934976,60.767376530469676
18,10.319094629576101,22.78871679022819
19,15.196552896561265,27.619853878674874
20,15.12547232608,28.34552099318063
21,14.463636342735324,41.51648499428101
22,21.780938342411407,39.613040433861585
23,-2.54439638961881,-11.782741110783899
24,25.608657906523845,61.95960979420221
25,-7.2971072405469934,-16.647135983442904
26,-5.107659684491469,0.4689223891693839
27,10.013507039164157,20.885951293289857
28,23.911659238327807,44.88458384641549
29,-14.642399144674744,-23.69649151144832
30,20.46376249637354,43.09765035633998
31,6.835646004748661,-21.764798908158653
32,3.72178641898883,35.24307389197801
33,8.386969647748696,20.810877742898004
34,-0.5928882907834909,-15.081946735594256
35,7.914225479391799,22.63013491582139
36,4.154001033726004,3.1733017604111673
37,-3.303126449688274,-23.291907300184597
38,-9.724143243288307,-41.8343465983696
39,15.499620897885706,40.89792282853529
